SMILES
COC(=O)CSP(=S)(OC)OC
CCCCCCC(O)CCCCCCCCCCCO
CCCCCCCCCCCCN(CCCN)CCCN
OCCOC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
CCCCCCCC\C=C/CCCCCCCCNCCC#N
OC1=CC=CC2=C1CC=CC2
[Na+].[O-]S(=O)(=O)CCCSC1=NC2=C(S1)C=CC=C2
CCCC(CCC)(C(O)=O)C(O)=O
CCOP(=O)(OCC)OCC
CCCC(=O)NC1=CC=C(OCC2CO2)C(=C1)C(C)=O
CNN
[OH-].C[N+](C)(C)C
COC1=NNC(=O)N1C
CCN(CCC#N)C1=CC=C(C=C1)\N=N\C1=C(C=C(C=C1)[N+]([O-])=O)C#N
CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C2=NC=C(OCCCC(O)=O)C=N2)C2=CC(=CC=C12)C(F)(F)F
CC(C)(C)OC(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C1=NC2=C(N1)C=C(Br)C=C2
OC(=O)[C@@H]1CCCN1C(=O)CC1=CC=CC=C1
[NH4+].CP(O)(=O)CCC(N)C([O-])=O
CCCCCCCCCCCCSC(C)CC#N
O=C(\C=C\C1=CC2=C(OCO2)C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
CCCCCCCCCCCCCCCCCC(Cl)=O
COCC1=CC(OC)=C(O)C=C1
[O-]S([O-])(=O)=O.OC1=CC=CC2=CC=C[NH+]=C12.OC1=CC=CC2=CC=C[NH+]=C12
COC1=CC=C(CC=C)C=C1
COC(=O)C1=CC=CC(N[S](=O)(=O)C2=C(F)C=CC=C2F)=C1F
CC(=O)OC1=C(C=CC=C1)C(O)=O
CC(C)(C)OC(=O)N1C=CC[C@H]1C(N)=O
[Li+].[O-]S(=O)(=O)CCCSC1=CC=C(C#N)C(=C1)C#N
CC(=O)NC1=C(C=C(F)C=C1)C1=CC(Cl)=C(Cl)C=C1
COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
[Na+].[Na+].[Na+].[Na+].[Na+].[Cr+3].OC1=CC=C2C=CC=CC2=C1N=NC1=CC2=CC(=C(N=NC3=C([O-])C(=CC(=C3)S([O-])(=O)=O)N(=O)=O)C([O-])=C2C=C1)S([O-])(=O)=O.OC1=CC=C2C=CC=CC2=C1N=NC1=CC2=CC(=C(N=NC3=C([O-])C(=CC(=C3)S([O-])(=O)=O)N(=O)=O)C([O-])=C2C=C1)S([O-])(=O)=O
CC(=O)CC(=O)OCC1=CC=CC=C1
CC1=CC(=C(O)C=C1)C(C)(C)C
CCOC(=O)CCCCCCBr
COC(OC)C1=C(Br)C=C(Br)C=C1
[H][C@@]1(N(CC(=O)\C1=C\N(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
NC1=NC(=CS1)C1=CC2=C(C=CC=C2)C=C1
CC1=CC=C(C=C1)N=C=O
CC(=C)C(=O)OCC(O)COC1=CC=CC=C1
CC(C)C(=O)OC(C)(CCC=C(C)C)C=C
COC1=C(OCC2CO2)C=CC=C1
CC1=CC(O)=CC(C)=C1
CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC
COC(=O)C1=C(F)C(N)=CC=C1
NC1=CC(=C(C=C1)N(=O)=O)C(F)(F)F
[Na+].NC1=CC=CC=C1C([O-])=O
FC1=CC=C(Cl)C=C1N=C(C1=CC=CC=C1)C1=CC=CC=C1
CCC(O)CO
CCCCCC(CCC)COC(=O)OCC(CCC)CCCCC
CC1=CC(C)=C(NC(=O)CCl)C(C)=C1
CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1
CCCCCCCCCCCCCCCCOC(=O)CC(O)(CC(=O)OCCCCCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCCCCCC
O[Al]1N2\C3=N/C4=NC(=NC5=C6C=CC=CC6=C(\N=C6/N=C(/N=C2/C2=CC=CC=C32)C2=CC=CC=C62)N15)C1=CC=CC=C41
OCCCCOC(=O)C=C
[Na+].S=C1[N-]C2=CC=CC=C2S1
COC1=CC=C(C=C1)C(OC[C@H]1O[C@H](C[C@@H]1OP(OCCC#N)N(C(C)C)C(C)C)N1C=C(C)C(=O)NC1=O)(C1=CC=CC=C1)C1=CC=C(OC)C=C1
COC1=C(NC2=NC=CC(Cl)=N2)C=C(C(=C1)N1CCOCC1)N(=O)=O
NC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1
OC(=O)C1=CC=C(O)C=C1
CC(=O)\C=C\C1C(C)=CCCC1(C)C
OCCOCCN1CCN(CC1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2
BrC1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(Br)=C3)C1=C2)C1=CC=CC=C1
[Na+].[Na+].CC1=NN(C(=O)C1\N=N\C1=C(C=CC=C1)C([O-])=O)C1=CC=C(C=C1)S([O-])(=O)=O
[Na+].NC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(NC2=CC=CC=C2)C=C1S([O-])(=O)=O
[NH4+].CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC([O-])=O)C12
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12
N(C1=CC=CC=C1)C1=CC=C(NC2=CC=CC=C2)C=C1
CC(C)(C)OO
CC1=CC=CC=C1NC1=CC=C(NC2=CC=CC=C2C)C2=C1C(=O)C1=CC=CC=C1C2=O
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1OC(CS1)N1C=C(F)C(N)=NC1=O
FC1=CC(Br)=CC=C1
CCCCCC(O)C(\C)=C\CC
CC1=CC(\N=N\C2=CC=C(C)C(=C2)\N=N\C2=C(N)C=C(N)C(C)=C2)=C(N)C=C1N
[Br-].CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C(C)=C
FC(F)(F)C(=O)C1=CC(Cl)=CC(Cl)=C1
O=C1OC(=O)C2C3CC(C=C3)C12
FC1=CC=C(C=C1Cl)C(F)(F)F
COC
CC(C)OC1=CC(N)=C(Cl)C=C1Cl
CCOC(=O)CN(C(=O)CC(C)=O)C1=CC=CC=C1
CC(=C)C(=O)OCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
CCCCN(C1CC(C)(C)N(C)C(C)(C)C1)C1=NC(=NC(=N1)N(CCCC)C1CC(C)(C)N(C)C(C)(C)C1)N1CCCC1
CCCCCCCCOCC(O)CO
[Na+].[Na+].[Cr+3].CC1=NN(C(=O)[C-]1\N=N\C1=CC(=CC=C1[O-])[N+]([O-])=O)C1=CC=CC=C1.[O-]C1=CC=C2C=CC=CC2=C1\N=N\C1=C2C=CC(=CC2=C(C=C1[O-])S([O-])(=O)=O)[N+]([O-])=O
CN(C)C1CC(C)(C)NC(C)(C)C1
CC(C)[C@@H]1N(C(=O)OCC2=CC=CC=C2)C(=O)OC1=O
[Na+].CCN(CC)S(=O)(=O)C1=CC=C(OC)C(=C1)\N=N\C1=C(O)C2=C(C=CC=C2)C(=C1)S([O-])(=O)=O
C
CC(=O)[C@H](O)C1=CC=CC=C1
CCCC[C@H]1CO[C@@H](OC1)C1=CC=C(Br)C(F)=C1
CCOC(=O)C(C)C1CCCCC1
CCN1OC[C@@H](NC(=O)C2=CC=C(C=C2C)C(C)=O)C1=O
[H][C@]1(C[C@]2([H])OC(=O)C[C@]2([H])[C@H]1COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1
[Na+].[Na+].[Na+].[Na+].[Na+].NC1=C(\N=N\C2=CC(=CC=C2)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=CC2=C1C(O)=C(\N=N\C1=C(C=C(C=C1)[S](=O)(=O)CCO[S]([O-])(=O)=O)[S]([O-])(=O)=O)C(=C2)[S]([O-])(=O)=O)[S]([O-])(=O)=O
CCOCC(C)O
C[C@H](N(C)C)C1=CC=CC(O)=C1
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
CC(C)CC1=CC=CC=C1
CC(CN1C2=C(SC3=C1N=CC=C3)C=CC=C2)N(C)C
CCC(C(O)=O)C1=CC=C(N)C=C1
O=C1C2=CC=C3C4=CC=C5C(=O)C6=C(C=CC=C6)C6=C5C4=C(C=C6)C4=CC=C(C5=C1C=CC=C5)C2=C34
C1C\C=C\CC\C=C\CC\C=C\1
CCOC(C)OC(C)(CCC=C(C)C)C=C
CC(C)[C@H]1CC[C@H](C)CC1=O
O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
CC(C)CCON=O
ClCC(=O)NC1=CC=C(Br)C=C1C(=O)C1=C(Cl)C=CC=C1
[Al+3].[O-]S(=O)(=O)C1=CC2=C(C=CC([N-]2)=C2C(=O)C3=CC=CC=C3C2=O)C=C1S([O-])(=O)=O
[O-]C(=O)C([O-])=O.O=C(OCC1=CC=CC=C1)[C@@H]1CC[C@H](C[NH2+]1)[NH2+]OCC1=CC=CC=C1
COC(=O)C(CC1CCCO1)C(=O)OC
CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
CSCCC(O)C#N
[Cl-].C1CCN(CC1)[P+](N1CCCCC1)(N1CCCCC1)N1CCCCC1
CCCCC(=O)C1=CC=CC=C1
[Cl-].CS(=O)(=O)C1=CC=C(C[NH3+])N=C1
CC1=CC=CC(C)=C1NC(=O)C(Cl)CCCCCl
CC1=CC2=C(OC(=O)CC2C2=CC=CC=C2)C=C1
NC1=C(C=C(C=C1)N(=O)=O)C#N
COC1=C(O)C(=CC(=C1)C1=NC(=NO1)C1=C(Cl)N=C(C)C(Cl)=C1C)[N+]([O-])=O
CCC1=CC=C(C=C1)C1=CC=C(C(F)=C1)C1=CC=C(CCC=C)C=C1
CCOC1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=CC=C1)C1=C(O)C=CC=C1
[Na+].[O-]S(=O)(=O)C1=CC=CC=C1
CC(=O)NC1=CC2=C(C=C1)C(O)=CC(=C2)S(O)(=O)=O
OCC1=CC(=C2OC=CC2=C1)C1=C(F)C(=NC=C1)C#N
FC(F)CCl
[K+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O
O[C@@H]1C[C@@H]2CC[C@H](C1)N2
CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
C[Si](C)(C)C
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
[I-].CC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
NC1=NN2C(C=CC=C2Br)=N1
CCCCC(CC)C1CCON1CCOC(=O)NCCCCCCNC(=O)OCCN1OCCC1C(CC)CCCC
[Na+].[O-]S(=O)(=O)CCN1CCOCC1
CC(C)(CCl)CCl
O=CN1CCCCC1
C(CC1=CC=CC=C1)NCC1=CC=CC=C1
CCCCCCCCOC1=C(C=CC=C1)C(Cl)=O
OC1(CC2=CC=CC=C2)CCCCCC1
CC(C)COC(=O)C(C)C
N#CCCCC(CCC#N)C#N
CC1=C(O)C(=CC=C1)C(O)=O
CCOC(=O)C1=C(N)C=CC(I)=C1
CN(C)C
CC1CCCC1
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)C2=CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12
CC1OCCC1=O
O=C(CC[C@@H]1NC(=O)OC1=O)OCC1=CC=CC=C1
CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC
